library,N,l2_error,max_error,rt_error
MKL,491,5.093e-16,5.831e-16,1.503e-15
VectorFFT,492,1.499e-15,2.036e-15,4.780e-15
MKL,492,2.391e-16,3.547e-16,7.198e-16
VectorFFT,493,1.300e-15,1.798e-15,3.766e-15
MKL,493,2.768e-16,2.954e-16,7.641e-16
VectorFFT,494,1.207e-15,1.310e-15,4.094e-15
MKL,494,2.778e-16,2.538e-16,7.829e-16
VectorFFT,495,7.220e-16,1.053e-15,1.982e-15
MKL,495,3.268e-16,3.486e-16,1.075e-15
VectorFFT,496,1.384e-15,1.731e-15,4.438e-15
MKL,496,2.130e-16,2.586e-16,5.651e-16
VectorFFT,497,6.978e-16,7.421e-16,1.632e-15
MKL,497,2.932e-16,2.761e-16,9.287e-16
VectorFFT,498,6.050e-16,6.783e-16,1.448e-15
MKL,498,2.815e-16,3.774e-16,8.160e-16
VectorFFT,499,6.848e-16,8.369e-16,1.489e-15
MKL,499,5.030e-16,5.216e-16,1.552e-15
VectorFFT,500,3.350e-16,3.706e-16,9.705e-16
MKL,500,2.462e-16,2.561e-16,6.614e-16
VectorFFT,501,7.067e-16,9.206e-16,1.672e-15
MKL,501,5.188e-16,6.297e-16,1.701e-15
VectorFFT,502,5.704e-16,8.644e-16,1.152e-15
MKL,502,4.860e-16,5.645e-16,1.391e-15
VectorFFT,503,6.738e-16,7.670e-16,1.581e-15
MKL,503,5.004e-16,6.298e-16,1.507e-15
VectorFFT,504,4.827e-16,5.461e-16,9.890e-16
MKL,504,2.188e-16,2.254e-16,6.597e-16
VectorFFT,505,7.221e-16,8.109e-16,1.905e-15
MKL,505,4.979e-16,4.864e-16,1.446e-15
VectorFFT,506,1.309e-15,1.366e-15,4.320e-15
MKL,506,2.583e-16,2.546e-16,7.926e-16
VectorFFT,507,9.198e-16,1.106e-15,2.648e-15
MKL,507,2.690e-16,3.076e-16,6.567e-16
VectorFFT,508,7.154e-16,9.611e-16,1.484e-15
MKL,508,3.059e-16,4.063e-16,8.327e-16
VectorFFT,509,6.064e-16,7.550e-16,1.251e-15
MKL,509,4.810e-16,6.180e-16,1.465e-15
VectorFFT,510,8.162e-16,1.339e-15,2.709e-15
MKL,510,2.558e-16,2.881e-16,6.911e-16
VectorFFT,511,7.656e-16,8.656e-16,1.446e-15
MKL,511,3.203e-16,3.101e-16,8.345e-16
VectorFFT,512,2.728e-16,3.216e-16,7.772e-16
MKL,512,1.821e-16,1.904e-16,5.551e-16
VectorFFT,513,7.690e-16,8.587e-16,2.153e-15
MKL,513,3.073e-16,3.334e-16,9.183e-16
VectorFFT,514,5.346e-16,7.051e-16,1.273e-15
MKL,514,4.015e-16,4.222e-16,1.191e-15
VectorFFT,515,5.148e-16,5.965e-16,1.299e-15
MKL,515,4.281e-16,4.168e-16,1.293e-15
VectorFFT,516,1.622e-15,1.977e-15,5.350e-15
MKL,516,2.514e-16,3.290e-16,7.552e-16
VectorFFT,517,1.810e-15,2.221e-15,5.249e-15
MKL,517,3.419e-16,3.325e-16,1.183e-15
VectorFFT,518,1.447e-15,2.541e-15,5.923e-15
MKL,518,2.416e-16,3.262e-16,7.766e-16
VectorFFT,519,5.621e-16,6.838e-16,1.111e-15
MKL,519,4.450e-16,5.638e-16,1.273e-15
VectorFFT,520,6.984e-16,1.089e-15,2.613e-15
MKL,520,2.483e-16,3.159e-16,6.884e-16
VectorFFT,521,1.258e-15,1.291e-15,3.927e-15
MKL,521,4.125e-16,4.952e-16,1.397e-15
VectorFFT,522,1.152e-15,1.635e-15,2.793e-15
MKL,522,2.525e-16,2.765e-16,7.840e-16
VectorFFT,523,1.940e-15,1.954e-15,6.065e-15
MKL,523,4.310e-16,4.326e-16,1.313e-15
VectorFFT,524,4.923e-16,8.184e-16,9.636e-16
MKL,524,3.041e-16,3.639e-16,9.838e-16
VectorFFT,525,4.238e-16,7.133e-16,8.181e-16
MKL,525,2.845e-16,3.781e-16,7.942e-16
VectorFFT,526,5.126e-16,5.949e-16,1.173e-15
MKL,526,4.251e-16,3.856e-16,1.292e-15
VectorFFT,527,1.414e-15,1.966e-15,4.290e-15
MKL,527,2.649e-16,3.035e-16,7.271e-16
VectorFFT,528,6.104e-16,6.565e-16,1.444e-15
MKL,528,2.293e-16,2.541e-16,5.855e-16
VectorFFT,529,1.336e-15,2.322e-15,4.944e-15
MKL,529,3.404e-16,3.625e-16,9.610e-16
VectorFFT,530,5.116e-16,5.967e-16,9.444e-16
MKL,530,2.730e-16,3.197e-16,8.355e-16
VectorFFT,531,5.804e-16,6.692e-16,1.286e-15
MKL,531,2.915e-16,3.927e-16,7.836e-16
VectorFFT,532,7.318e-16,1.253e-15,2.477e-15
MKL,532,2.500e-16,2.513e-16,7.556e-16
VectorFFT,533,1.640e-15,2.261e-15,4.497e-15
MKL,533,2.812e-16,2.594e-16,8.976e-16
VectorFFT,534,5.302e-16,6.804e-16,1.197e-15
MKL,534,2.911e-16,3.826e-16,9.053e-16
VectorFFT,535,5.552e-16,8.818e-16,1.405e-15
MKL,535,4.514e-16,4.883e-16,1.656e-15
VectorFFT,536,5.395e-16,5.946e-16,1.127e-15
MKL,536,2.697e-16,2.795e-16,7.394e-16
VectorFFT,537,5.423e-16,9.038e-16,9.964e-16
MKL,537,4.693e-16,5.837e-16,1.565e-15
VectorFFT,538,6.908e-16,8.380e-16,1.539e-15
MKL,538,4.386e-16,5.246e-16,1.237e-15
VectorFFT,539,6.582e-16,7.059e-16,2.061e-15
MKL,539,2.726e-16,2.626e-16,6.425e-16
VectorFFT,540,5.778e-16,5.909e-16,1.405e-15
MKL,540,2.349e-16,2.742e-16,6.202e-16
VectorFFT,541,1.771e-15,1.776e-15,4.985e-15
MKL,541,4.398e-16,3.196e-16,1.250e-15
VectorFFT,542,5.186e-16,4.699e-16,1.247e-15
MKL,542,4.259e-16,3.695e-16,1.256e-15
VectorFFT,543,5.526e-16,8.427e-16,1.198e-15
MKL,543,4.368e-16,3.781e-16,1.192e-15
VectorFFT,544,7.590e-16,1.319e-15,2.031e-15
MKL,544,2.110e-16,2.335e-16,6.521e-16
VectorFFT,545,5.275e-16,4.737e-16,1.399e-15
MKL,545,4.192e-16,3.268e-16,1.358e-15
VectorFFT,546,7.356e-16,1.228e-15,2.387e-15
MKL,546,2.714e-16,2.895e-16,9.463e-16
VectorFFT,547,1.312e-15,1.634e-15,3.445e-15
MKL,547,4.633e-16,5.662e-16,1.332e-15
VectorFFT,548,5.165e-16,7.314e-16,1.080e-15
MKL,548,3.133e-16,3.737e-16,9.511e-16
VectorFFT,549,6.759e-16,7.753e-16,1.570e-15
MKL,549,3.640e-16,3.619e-16,1.014e-15
VectorFFT,550,5.427e-16,6.395e-16,1.339e-15
MKL,550,2.545e-16,2.739e-16,6.996e-16
VectorFFT,551,1.315e-15,1.682e-15,3.751e-15
MKL,551,2.856e-16,2.517e-16,7.618e-16
VectorFFT,552,1.085e-15,1.713e-15,3.692e-15
MKL,552,2.242e-16,2.510e-16,6.638e-16
VectorFFT,553,6.845e-16,7.262e-16,1.483e-15
MKL,553,3.946e-16,3.845e-16,1.322e-15
VectorFFT,554,5.848e-16,7.643e-16,1.368e-15
MKL,554,4.343e-16,4.376e-16,1.357e-15
VectorFFT,555,1.559e-15,2.069e-15,4.324e-15
MKL,555,2.966e-16,3.526e-16,7.533e-16
VectorFFT,556,5.435e-16,8.131e-16,1.157e-15
MKL,556,3.088e-16,3.905e-16,1.163e-15
VectorFFT,557,5.219e-16,7.848e-16,9.413e-16
MKL,557,4.247e-16,4.707e-16,1.251e-15
VectorFFT,558,1.389e-15,2.121e-15,3.924e-15
MKL,558,2.497e-16,3.350e-16,8.375e-16
VectorFFT,559,1.770e-15,1.930e-15,5.016e-15
MKL,559,2.587e-16,2.141e-16,7.562e-16
VectorFFT,560,3.148e-16,3.888e-16,7.437e-16
MKL,560,2.341e-16,2.251e-16,7.198e-16
VectorFFT,561,1.102e-15,1.407e-15,3.543e-15
MKL,561,4.125e-16,5.572e-16,1.277e-15
VectorFFT,562,4.918e-16,6.797e-16,9.078e-16
MKL,562,4.302e-16,4.282e-16,1.327e-15
VectorFFT,563,7.042e-16,6.400e-16,1.248e-15
MKL,563,4.482e-16,3.670e-16,1.535e-15
VectorFFT,564,1.775e-15,1.947e-15,5.276e-15
MKL,564,2.564e-16,3.200e-16,6.556e-16
VectorFFT,565,5.423e-16,7.327e-16,1.051e-15
MKL,565,4.620e-16,4.182e-16,1.493e-15
VectorFFT,566,7.203e-16,7.564e-16,1.482e-15
MKL,566,4.432e-16,4.024e-16,1.465e-15
VectorFFT,567,4.923e-16,6.962e-16,1.349e-15
MKL,567,4.365e-16,5.818e-16,1.092e-15
VectorFFT,568,5.350e-16,5.743e-16,1.246e-15
MKL,568,2.588e-16,3.575e-16,8.888e-16
VectorFFT,569,5.324e-16,6.197e-16,1.200e-15
MKL,569,4.594e-16,4.949e-16,1.384e-15
VectorFFT,570,7.415e-16,1.049e-15,2.333e-15
MKL,570,2.627e-16,3.122e-16,8.138e-16
VectorFFT,571,1.308e-15,1.148e-15,3.366e-15
MKL,571,4.468e-16,3.582e-16,1.312e-15
VectorFFT,572,8.355e-16,9.236e-16,2.541e-15
MKL,572,2.345e-16,2.542e-16,6.219e-16
VectorFFT,573,6.710e-16,7.086e-16,1.393e-15
MKL,573,4.550e-16,4.159e-16,1.371e-15
VectorFFT,574,2.057e-15,3.042e-15,7.144e-15
MKL,574,2.614e-16,2.894e-16,8.144e-16
VectorFFT,575,9.942e-16,1.469e-15,2.900e-15
MKL,575,2.868e-16,3.224e-16,1.041e-15
VectorFFT,576,5.035e-16,5.158e-16,1.214e-15
MKL,576,2.077e-16,2.701e-16,5.951e-16
VectorFFT,577,9.563e-16,9.525e-16,2.535e-15
MKL,577,4.160e-16,4.268e-16,1.211e-15
VectorFFT,578,1.220e-15,1.669e-15,3.410e-15
MKL,578,3.195e-16,3.256e-16,9.174e-16
VectorFFT,579,5.665e-16,6.779e-16,1.282e-15
MKL,579,4.560e-16,4.269e-16,1.357e-15
VectorFFT,580,1.148e-15,1.674e-15,3.189e-15
MKL,580,2.492e-16,2.362e-16,8.371e-16
VectorFFT,581,5.533e-16,5.195e-16,1.120e-15
MKL,581,3.051e-16,2.698e-16,8.129e-16
VectorFFT,582,5.311e-16,7.270e-16,1.173e-15
MKL,582,2.957e-16,3.784e-16,9.562e-16
VectorFFT,583,6.629e-16,1.032e-15,1.712e-15
MKL,583,2.777e-16,3.269e-16,9.155e-16
VectorFFT,584,5.369e-16,7.182e-16,1.390e-15
MKL,584,2.538e-16,3.047e-16,8.066e-16
VectorFFT,585,7.933e-16,9.542e-16,2.599e-15
MKL,585,3.135e-16,3.152e-16,8.491e-16
VectorFFT,586,5.016e-16,5.687e-16,1.017e-15
MKL,586,4.163e-16,4.044e-16,1.123e-15
VectorFFT,587,6.844e-16,6.622e-16,1.500e-15
MKL,587,4.117e-16,3.772e-16,1.079e-15
VectorFFT,588,3.984e-16,5.712e-16,1.086e-15
MKL,588,2.343e-16,2.721e-16,7.061e-16
VectorFFT,589,1.456e-15,2.048e-15,4.700e-15
MKL,589,2.832e-16,3.288e-16,7.464e-16
VectorFFT,590,7.083e-16,7.003e-16,1.710e-15
MKL,590,2.907e-16,3.434e-16,8.746e-16
VectorFFT,591,6.759e-16,9.289e-16,1.426e-15
MKL,591,4.612e-16,5.322e-16,1.234e-15
VectorFFT,592,1.399e-15,1.502e-15,6.747e-15
MKL,592,2.279e-16,2.848e-16,6.096e-16
VectorFFT,593,2.566e-15,2.571e-15,7.931e-15
MKL,593,4.460e-16,4.497e-16,1.196e-15
VectorFFT,594,7.254e-16,7.958e-16,2.059e-15
MKL,594,2.657e-16,2.669e-16,9.726e-16
VectorFFT,595,7.883e-16,1.376e-15,1.930e-15
MKL,595,4.284e-16,5.216e-16,1.137e-15
VectorFFT,596,5.304e-16,5.777e-16,1.166e-15
MKL,596,3.242e-16,3.656e-16,8.489e-16
VectorFFT,597,6.763e-16,1.026e-15,1.729e-15
MKL,597,4.181e-16,4.786e-16,1.398e-15
VectorFFT,598,1.263e-15,1.586e-15,3.602e-15
MKL,598,2.534e-16,2.496e-16,7.368e-16
VectorFFT,599,6.529e-16,9.786e-16,1.423e-15
MKL,599,4.362e-16,4.938e-16,1.350e-15
VectorFFT,600,4.678e-16,6.556e-16,1.133e-15
MKL,600,2.478e-16,2.816e-16,6.648e-16
VectorFFT,601,1.800e-15,2.231e-15,4.868e-15
MKL,601,4.258e-16,3.895e-16,1.303e-15
VectorFFT,602,1.687e-15,2.074e-15,5.338e-15
MKL,602,2.597e-16,2.508e-16,7.298e-16
VectorFFT,603,5.568e-16,6.144e-16,1.160e-15
MKL,603,2.863e-16,3.798e-16,8.448e-16
VectorFFT,604,5.146e-16,6.384e-16,1.246e-15
MKL,604,4.406e-16,4.634e-16,1.545e-15
VectorFFT,605,7.477e-16,9.396e-16,2.341e-15
MKL,605,3.790e-16,4.472e-16,1.087e-15
VectorFFT,606,4.943e-16,5.262e-16,1.030e-15
MKL,606,2.956e-16,2.882e-16,8.037e-16
VectorFFT,607,6.815e-16,7.357e-16,1.658e-15
MKL,607,4.241e-16,4.177e-16,1.269e-15
VectorFFT,608,6.984e-16,7.364e-16,2.532e-15
MKL,608,2.147e-16,3.188e-16,7.526e-16
VectorFFT,609,1.122e-15,1.406e-15,3.898e-15
MKL,609,3.698e-16,4.625e-16,1.240e-15
VectorFFT,610,5.695e-16,6.899e-16,1.118e-15
MKL,610,2.855e-16,2.872e-16,8.145e-16
VectorFFT,611,1.922e-15,2.885e-15,6.197e-15
MKL,611,2.941e-16,3.585e-16,8.405e-16
VectorFFT,612,8.604e-16,1.199e-15,2.028e-15
MKL,612,2.408e-16,2.181e-16,7.377e-16
VectorFFT,613,1.533e-15,1.566e-15,4.248e-15
MKL,613,4.454e-16,5.673e-16,1.494e-15
VectorFFT,614,5.474e-16,6.584e-16,1.339e-15
MKL,614,4.150e-16,5.513e-16,1.187e-15
VectorFFT,615,1.436e-15,1.659e-15,5.718e-15
MKL,615,4.473e-16,5.078e-16,1.218e-15
VectorFFT,616,5.773e-16,8.074e-16,1.694e-15
MKL,616,2.339e-16,2.485e-16,7.307e-16
VectorFFT,617,1.038e-15,1.262e-15,2.737e-15
MKL,617,4.190e-16,4.776e-16,1.182e-15
VectorFFT,618,5.304e-16,7.418e-16,1.256e-15
MKL,618,2.899e-16,4.439e-16,1.080e-15
VectorFFT,619,5.445e-16,6.770e-16,1.045e-15
MKL,619,4.336e-16,4.222e-16,1.454e-15
VectorFFT,620,1.375e-15,1.556e-15,4.441e-15
MKL,620,2.454e-16,2.680e-16,6.132e-16
VectorFFT,621,1.051e-15,1.601e-15,3.297e-15
MKL,621,4.410e-16,4.349e-16,1.195e-15
VectorFFT,622,6.808e-16,9.111e-16,1.525e-15
MKL,622,4.184e-16,4.148e-16,1.164e-15
VectorFFT,623,5.398e-16,5.973e-16,1.224e-15
MKL,623,3.133e-16,3.359e-16,8.821e-16
VectorFFT,624,7.018e-16,1.103e-15,2.595e-15
MKL,624,2.436e-16,2.959e-16,6.691e-16
VectorFFT,625,4.070e-16,4.529e-16,8.895e-16
MKL,625,3.177e-16,3.248e-16,8.484e-16
VectorFFT,626,6.598e-16,8.772e-16,1.827e-15
MKL,626,4.396e-16,4.443e-16,1.139e-15
VectorFFT,627,8.920e-16,1.376e-15,2.743e-15
MKL,627,3.116e-16,3.467e-16,8.059e-16
VectorFFT,628,6.818e-16,8.010e-16,1.419e-15
MKL,628,4.255e-16,4.704e-16,1.366e-15
VectorFFT,629,1.644e-15,2.629e-15,4.330e-15
MKL,629,4.261e-16,5.741e-16,1.239e-15
VectorFFT,630,5.206e-16,5.710e-16,1.530e-15
MKL,630,2.961e-16,3.799e-16,8.070e-16
VectorFFT,631,1.746e-15,2.148e-15,5.266e-15
MKL,631,4.353e-16,3.885e-16,1.163e-15
VectorFFT,632,5.455e-16,5.521e-16,1.358e-15
MKL,632,2.720e-16,2.994e-16,8.846e-16
VectorFFT,633,5.393e-16,8.636e-16,1.212e-15
MKL,633,4.103e-16,4.170e-16,1.434e-15
VectorFFT,634,5.637e-16,6.568e-16,1.337e-15
MKL,634,4.198e-16,3.271e-16,1.767e-15
VectorFFT,635,5.391e-16,7.506e-16,1.125e-15
MKL,635,4.224e-16,4.314e-16,1.434e-15
VectorFFT,636,5.256e-16,5.999e-16,1.310e-15
MKL,636,2.467e-16,2.568e-16,7.287e-16
VectorFFT,637,8.105e-16,9.641e-16,2.667e-15
MKL,637,2.824e-16,2.694e-16,9.256e-16
VectorFFT,638,1.292e-15,1.823e-15,4.417e-15
MKL,638,2.441e-16,2.844e-16,8.277e-16
VectorFFT,639,5.358e-16,5.951e-16,1.387e-15
MKL,639,2.936e-16,3.438e-16,1.061e-15
VectorFFT,640,3.319e-16,3.783e-16,7.593e-16
MKL,640,2.092e-16,2.169e-16,5.792e-16
VectorFFT,641,6.162e-16,7.837e-16,1.876e-15
MKL,641,4.126e-16,4.767e-16,1.183e-15
VectorFFT,642,5.281e-16,6.197e-16,9.420e-16
MKL,642,3.114e-16,3.793e-16,1.305e-15
VectorFFT,643,6.810e-16,8.394e-16,1.591e-15
MKL,643,4.405e-16,4.963e-16,1.328e-15
VectorFFT,644,1.066e-15,1.395e-15,3.742e-15
MKL,644,2.296e-16,2.465e-16,7.595e-16
VectorFFT,645,1.682e-15,2.448e-15,4.775e-15
MKL,645,4.486e-16,5.412e-16,1.239e-15
VectorFFT,646,1.151e-15,1.201e-15,3.674e-15
MKL,646,3.062e-16,2.672e-16,8.223e-16
VectorFFT,647,6.769e-16,7.976e-16,1.571e-15
MKL,647,4.439e-16,3.651e-16,1.443e-15
VectorFFT,648,5.908e-16,5.590e-16,1.560e-15
MKL,648,2.362e-16,2.509e-16,8.184e-16
VectorFFT,649,5.082e-16,6.749e-16,1.201e-15
MKL,649,3.002e-16,3.395e-16,8.427e-16
VectorFFT,650,6.846e-16,1.048e-15,2.031e-15
MKL,650,2.780e-16,2.755e-16,9.818e-16
VectorFFT,651,1.346e-15,1.723e-15,4.751e-15
MKL,651,2.782e-16,2.617e-16,9.518e-16
VectorFFT,652,4.888e-16,4.243e-16,1.180e-15
MKL,652,4.015e-16,3.470e-16,1.064e-15
VectorFFT,653,5.324e-16,5.390e-16,1.182e-15
MKL,653,4.074e-16,3.375e-16,1.202e-15
VectorFFT,654,5.234e-16,7.090e-16,1.153e-15
MKL,654,3.081e-16,5.291e-16,9.867e-16
VectorFFT,655,6.756e-16,9.018e-16,1.365e-15
MKL,655,4.127e-16,4.415e-16,1.370e-15
VectorFFT,656,1.468e-15,1.829e-15,5.356e-15
MKL,656,2.320e-16,2.280e-16,8.246e-16
VectorFFT,657,5.411e-16,7.952e-16,1.085e-15
MKL,657,3.008e-16,3.905e-16,8.616e-16
VectorFFT,658,1.750e-15,2.530e-15,5.594e-15
MKL,658,2.711e-16,3.099e-16,8.439e-16
VectorFFT,659,5.214e-16,5.635e-16,1.215e-15
MKL,659,4.546e-16,4.192e-16,1.619e-15
VectorFFT,660,6.261e-16,9.622e-16,1.725e-15
MKL,660,2.460e-16,2.972e-16,8.971e-16
VectorFFT,661,1.306e-15,1.562e-15,3.173e-15
MKL,661,4.089e-16,3.651e-16,1.236e-15
VectorFFT,662,6.797e-16,9.457e-16,1.470e-15
MKL,662,4.181e-16,4.227e-16,1.335e-15
VectorFFT,663,1.092e-15,1.595e-15,3.188e-15
MKL,663,2.634e-16,3.631e-16,7.020e-16
VectorFFT,664,5.418e-16,6.510e-16,1.094e-15
MKL,664,2.734e-16,4.397e-16,8.567e-16
VectorFFT,665,7.640e-16,1.123e-15,3.138e-15
MKL,665,3.793e-16,3.736e-16,1.307e-15
VectorFFT,666,1.471e-15,1.969e-15,5.063e-15
MKL,666,2.815e-16,2.846e-16,9.548e-16
VectorFFT,667,1.393e-15,1.756e-15,4.715e-15
MKL,667,2.793e-16,3.202e-16,7.926e-16
VectorFFT,668,5.035e-16,5.712e-16,1.186e-15
MKL,668,4.249e-16,4.850e-16,1.331e-15
VectorFFT,669,5.722e-16,7.501e-16,1.068e-15
MKL,669,4.065e-16,4.291e-16,1.275e-15
VectorFFT,670,5.435e-16,8.966e-16,1.058e-15
MKL,670,2.744e-16,3.546e-16,8.647e-16
VectorFFT,671,6.618e-16,8.651e-16,1.633e-15
MKL,671,3.039e-16,3.132e-16,8.757e-16
VectorFFT,672,3.573e-16,3.902e-16,9.224e-16
MKL,672,2.193e-16,2.600e-16,5.714e-16
VectorFFT,673,6.835e-16,7.162e-16,1.801e-15
MKL,673,4.377e-16,5.640e-16,1.404e-15
VectorFFT,674,6.706e-16,7.870e-16,1.756e-15
MKL,674,4.034e-16,4.297e-16,1.178e-15
VectorFFT,675,4.680e-16,5.589e-16,1.295e-15
MKL,675,3.542e-16,3.710e-16,1.119e-15
VectorFFT,676,9.312e-16,1.228e-15,3.056e-15
MKL,676,2.370e-16,2.895e-16,8.036e-16
VectorFFT,677,1.675e-15,1.992e-15,5.138e-15
MKL,677,4.321e-16,4.756e-16,1.314e-15
VectorFFT,678,5.434e-16,8.609e-16,1.068e-15
MKL,678,3.342e-16,3.251e-16,8.237e-16
VectorFFT,679,5.581e-16,6.871e-16,1.257e-15
MKL,679,4.558e-16,4.109e-16,1.452e-15
VectorFFT,680,8.331e-16,1.283e-15,2.716e-15
MKL,680,2.522e-16,3.596e-16,7.610e-16
VectorFFT,681,5.848e-16,6.440e-16,1.218e-15
MKL,681,4.224e-16,4.985e-16,1.171e-15
VectorFFT,682,1.404e-15,1.753e-15,4.717e-15
MKL,682,2.522e-16,3.604e-16,7.783e-16
VectorFFT,683,5.666e-16,7.722e-16,1.302e-15
MKL,683,4.244e-16,3.805e-16,1.143e-15
VectorFFT,684,8.153e-16,1.077e-15,2.735e-15
MKL,684,2.583e-16,2.987e-16,7.727e-16
VectorFFT,685,5.464e-16,7.673e-16,1.268e-15
MKL,685,4.333e-16,4.982e-16,1.339e-15
VectorFFT,686,4.596e-16,7.261e-16,1.566e-15
MKL,686,3.175e-16,2.797e-16,9.406e-16
VectorFFT,687,5.702e-16,7.726e-16,1.466e-15
MKL,687,4.436e-16,5.775e-16,1.188e-15
VectorFFT,688,1.599e-15,2.536e-15,5.748e-15
MKL,688,2.238e-16,2.293e-16,7.354e-16
VectorFFT,689,6.660e-16,1.007e-15,1.454e-15
MKL,689,2.856e-16,3.074e-16,1.020e-15
VectorFFT,690,1.022e-15,1.501e-15,2.816e-15
MKL,690,3.210e-16,3.298e-16,9.430e-16
VectorFFT,691,1.763e-15,1.938e-15,6.319e-15
MKL,691,4.298e-16,5.323e-16,1.550e-15
VectorFFT,692,5.613e-16,6.785e-16,1.129e-15
MKL,692,4.127e-16,4.042e-16,1.068e-15
VectorFFT,693,7.491e-16,9.754e-16,2.559e-15
MKL,693,4.477e-16,5.169e-16,1.119e-15
VectorFFT,694,6.960e-16,8.215e-16,1.607e-15
MKL,694,4.191e-16,3.873e-16,1.192e-15
VectorFFT,695,6.760e-16,8.710e-16,1.630e-15
MKL,695,4.620e-16,5.779e-16,1.655e-15
VectorFFT,696,1.113e-15,1.852e-15,3.843e-15
MKL,696,2.387e-16,2.668e-16,6.477e-16
VectorFFT,697,1.639e-15,2.724e-15,4.809e-15
MKL,697,4.512e-16,4.965e-16,1.279e-15
VectorFFT,698,5.723e-16,5.764e-16,1.280e-15
MKL,698,4.314e-16,4.345e-16,1.271e-15
VectorFFT,699,6.786e-16,8.907e-16,1.611e-15
MKL,699,4.684e-16,4.328e-16,1.378e-15
VectorFFT,700,3.739e-16,4.053e-16,9.087e-16
MKL,700,2.661e-16,2.933e-16,8.194e-16
VectorFFT,701,1.830e-15,2.393e-15,4.918e-15
MKL,701,4.635e-16,5.748e-16,1.656e-15
VectorFFT,702,8.656e-16,1.125e-15,2.455e-15
MKL,702,2.665e-16,2.947e-16,8.022e-16
VectorFFT,703,1.610e-15,1.801e-15,4.505e-15
MKL,703,3.239e-16,3.233e-16,1.069e-15
VectorFFT,704,5.474e-16,6.881e-16,1.339e-15
MKL,704,2.139e-16,2.418e-16,6.130e-16
VectorFFT,705,1.729e-15,1.943e-15,6.760e-15
MKL,705,4.443e-16,3.886e-16,1.371e-15
VectorFFT,706,5.358e-16,5.164e-16,1.352e-15
MKL,706,4.324e-16,3.924e-16,1.439e-15
VectorFFT,707,6.979e-16,8.972e-16,1.695e-15
MKL,707,4.141e-16,4.749e-16,1.211e-15
VectorFFT,708,7.124e-16,1.360e-15,1.524e-15
MKL,708,2.612e-16,3.390e-16,8.064e-16
VectorFFT,709,6.966e-16,1.296e-15,1.810e-15
MKL,709,4.436e-16,4.898e-16,1.297e-15
VectorFFT,710,5.349e-16,8.067e-16,1.148e-15
MKL,710,3.149e-16,3.748e-16,9.927e-16
VectorFFT,711,5.083e-16,5.972e-16,1.157e-15
MKL,711,4.793e-16,5.370e-16,1.360e-15
VectorFFT,712,5.751e-16,9.167e-16,1.153e-15
MKL,712,2.791e-16,3.403e-16,8.325e-16
VectorFFT,713,1.535e-15,2.075e-15,3.882e-15
MKL,713,4.009e-16,4.275e-16,1.214e-15
VectorFFT,714,8.142e-16,1.144e-15,2.498e-15
MKL,714,2.430e-16,2.431e-16,8.603e-16
VectorFFT,715,8.417e-16,1.091e-15,2.845e-15
MKL,715,2.945e-16,2.814e-16,8.322e-16
VectorFFT,716,7.004e-16,7.646e-16,1.653e-15
MKL,716,4.357e-16,4.135e-16,1.224e-15
VectorFFT,717,7.108e-16,8.927e-16,1.570e-15
MKL,717,4.198e-16,4.687e-16,1.317e-15
VectorFFT,718,5.296e-16,8.148e-16,1.085e-15
MKL,718,4.483e-16,5.340e-16,1.210e-15
VectorFFT,719,5.489e-16,6.075e-16,1.240e-15
MKL,719,4.617e-16,4.405e-16,1.708e-15
VectorFFT,720,5.568e-16,7.807e-16,1.326e-15
MKL,720,2.422e-16,3.253e-16,6.708e-16
VectorFFT,721,5.602e-16,8.958e-16,1.396e-15
MKL,721,4.367e-16,4.675e-16,1.281e-15
VectorFFT,722,1.139e-15,2.075e-15,3.899e-15
MKL,722,2.898e-16,3.811e-16,8.587e-16
VectorFFT,723,5.685e-16,8.602e-16,1.274e-15
MKL,723,4.352e-16,5.221e-16,1.590e-15
VectorFFT,724,5.427e-16,8.967e-16,1.238e-15
MKL,724,4.243e-16,4.564e-16,1.311e-15
VectorFFT,725,1.103e-15,1.350e-15,3.663e-15
MKL,725,3.326e-16,3.422e-16,9.627e-16
VectorFFT,726,7.423e-16,9.413e-16,1.580e-15
MKL,726,2.478e-16,2.366e-16,6.531e-16
VectorFFT,727,1.323e-15,1.413e-15,3.815e-15
MKL,727,4.660e-16,4.851e-16,1.537e-15
VectorFFT,728,7.202e-16,1.213e-15,3.017e-15
MKL,728,2.451e-16,2.727e-16,7.773e-16
VectorFFT,729,5.462e-16,5.600e-16,1.591e-15
MKL,729,3.391e-16,4.613e-16,1.066e-15
VectorFFT,730,5.727e-16,8.889e-16,1.159e-15
MKL,730,3.143e-16,4.279e-16,1.115e-15
VectorFFT,731,1.749e-15,2.228e-15,4.758e-15
MKL,731,2.816e-16,3.095e-16,1.026e-15
VectorFFT,732,5.750e-16,8.829e-16,1.343e-15
MKL,732,2.629e-16,3.104e-16,7.239e-16
VectorFFT,733,6.825e-16,9.238e-16,1.560e-15
MKL,733,4.728e-16,6.186e-16,1.609e-15
VectorFFT,734,5.756e-16,8.513e-16,1.252e-15
MKL,734,4.322e-16,4.735e-16,1.355e-15
VectorFFT,735,4.546e-16,5.233e-16,1.211e-15
MKL,735,3.839e-16,3.674e-16,1.030e-15
VectorFFT,736,9.893e-16,1.559e-15,3.035e-15
