N,K,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip,engaged
647,1,z:ilp,nat-oop,5195,6267,5.815,1.206,1.143e-15,prime,1,0
648,1,z:ilp,nat-oop,692,895,43.729,1.293,7.827e-16,chain3,1,0
649,1,z:ilp,nat-oop,5317,6292,5.701,1.183,6.788e-16,prime,1,0
650,1,z:ilp,nat-oop,1209,985,25.123,0.815,9.033e-16,chain3,1,0
651,1,z:ilp,nat-oop,5017,2851,6.064,0.568,6.625e-16,prime,1,0
652,1,z:ilp,nat-oop,5037,6258,6.050,1.242,6.172e-16,prime,1,0
653,1,z:ilp,nat-oop,5510,6435,5.541,1.168,7.058e-16,prime,1,0
654,1,z:ilp,nat-oop,5198,10597,5.884,2.039,6.895e-16,prime,1,0
655,1,z:ilp,nat-oop,5024,6260,6.098,1.246,8.030e-16,prime,1,0
656,1,z:ilp,nat-oop,4957,2969,6.192,0.599,8.395e-16,prime,1,0
657,1,z:ilp,nat-oop,4971,8497,6.185,1.709,8.376e-16,prime,1,0
658,1,z:ilp,nat-oop,5058,4057,6.090,0.802,1.016e-15,prime,1,0
659,1,z:ilp,nat-oop,5289,6314,5.834,1.194,8.021e-16,prime,1,0
660,1,z:ilp,nat-oop,797,974,38.785,1.222,7.790e-16,chain3,1,0
661,1,z:ilp,nat-oop,2931,6354,10.566,2.168,1.478e-15,prime,1,0
662,1,z:ilp,nat-oop,4935,6321,6.285,1.281,1.147e-15,prime,1,0
663,1,z:ilp,nat-oop,1199,1862,25.925,1.554,1.235e-15,flat,1,0
664,1,z:ilp,nat-oop,4924,7309,6.321,1.484,5.949e-16,prime,1,0
665,1,z:ilp,nat-oop,1431,1859,21.787,1.299,1.059e-15,flat,1,0
666,1,z:ilp,nat-oop,4994,3087,6.254,0.618,5.212e-16,prime,1,0
667,1,z:ilp,nat-oop,5033,4081,6.217,0.811,7.441e-16,prime,1,0
668,1,z:ilp,nat-oop,5253,6399,5.966,1.218,6.604e-16,prime,1,0
669,1,z:ilp,nat-oop,4931,6442,6.367,1.306,8.089e-16,prime,1,0
670,1,z:ilp,nat-oop,4999,6386,6.291,1.277,8.853e-16,prime,1,0
671,1,z:ilp,nat-oop,5041,6840,6.250,1.357,9.905e-16,prime,1,0
672,1,z:ilp,nat-oop,564,877,55.989,1.555,4.274e-16,2p,1,0
673,1,z:ilp,nat-oop,2751,6318,11.489,2.296,9.816e-16,prime,1,0
674,1,z:ilp,nat-oop,4930,6389,6.423,1.296,1.011e-15,prime,1,0
675,1,z:ilp,nat-oop,915,989,34.656,1.081,6.583e-16,2p,1,0
676,1,z:ilp,nat-oop,1096,1040,28.993,0.949,1.162e-15,chain3,1,0
677,1,z:ilp,nat-oop,2926,6366,10.876,2.175,1.797e-15,prime,1,0
678,1,z:ilp,nat-oop,4947,10939,6.445,2.211,4.889e-16,prime,1,0
679,1,z:ilp,nat-oop,5096,6326,6.268,1.242,9.019e-16,prime,1,0
680,1,z:ilp,nat-oop,1186,1705,26.965,1.437,1.169e-15,flat,1,0
681,1,z:ilp,nat-oop,5009,6367,6.397,1.271,1.031e-15,prime,1,0
682,1,z:ilp,nat-oop,5408,2878,5.936,0.532,6.904e-16,prime,1,0
683,1,z:ilp,nat-oop,6539,6298,4.918,0.963,5.998e-16,prime,1,0
684,1,z:ilp,nat-oop,1277,1926,25.215,1.507,1.479e-15,chain3,1,0
685,1,z:ilp,nat-oop,4863,6295,6.634,1.294,8.315e-16,prime,1,0
686,1,z:ilp,nat-oop,1254,1077,25.777,0.859,4.376e-16,flat,1,0
687,1,z:ilp,nat-oop,5176,6281,6.254,1.213,8.152e-16,prime,1,0
688,1,z:ilp,nat-oop,5111,3258,6.344,0.637,9.766e-16,prime,1,0
689,1,z:ilp,nat-oop,5098,6002,6.371,1.177,9.636e-16,prime,1,0
690,1,z:ilp,nat-oop,1762,2148,18.464,1.219,1.438e-15,chain3,1,0
691,1,z:ilp,nat-oop,4595,6325,7.093,1.376,2.257e-15,prime,1,0
692,1,z:ilp,nat-oop,6454,6437,5.058,0.997,8.889e-16,prime,1,0
693,1,z:ilp,nat-oop,965,1000,33.875,1.036,1.068e-15,flat,1,0
694,1,z:ilp,nat-oop,4895,6355,6.690,1.298,1.042e-15,prime,1,0
695,1,z:ilp,nat-oop,5079,6358,6.460,1.252,8.835e-16,prime,1,0
696,1,z:ilp,nat-oop,4911,2635,6.692,0.537,8.961e-16,prime,1,0
697,1,z:ilp,nat-oop,5069,5238,6.493,1.033,9.769e-16,prime,1,0
698,1,z:ilp,nat-oop,4968,6361,6.636,1.280,8.350e-16,prime,1,0
699,1,z:ilp,nat-oop,5220,6323,6.327,1.211,8.192e-16,prime,1,0
700,1,z:ilp,nat-oop,1070,923,30.905,0.863,4.708e-16,chain3,1,0
701,1,z:ilp,nat-oop,4161,6405,7.964,1.539,2.530e-15,prime,1,0
702,1,z:ilp,nat-oop,1087,1084,30.538,0.997,7.979e-16,chain3,1,0
703,1,z:ilp,nat-oop,5224,4923,6.363,0.942,7.500e-16,prime,1,0
704,1,z:ilp,nat-oop,661,898,50.409,1.359,6.358e-16,2p,1,0
705,1,z:ilp,nat-oop,5367,5216,6.214,0.972,9.066e-16,prime,1,0
706,1,z:ilp,nat-oop,5022,6494,6.653,1.293,7.326e-16,prime,1,0
707,1,z:ilp,nat-oop,5169,6361,6.474,1.231,1.092e-15,prime,1,0
708,1,z:ilp,nat-oop,5164,5577,6.490,1.080,9.955e-16,prime,1,0
709,1,z:ilp,nat-oop,5116,6399,6.562,1.251,8.225e-16,prime,1,0
710,1,z:ilp,nat-oop,4919,7271,6.836,1.478,6.575e-16,prime,1,0
711,1,z:ilp,nat-oop,5012,10113,6.719,2.018,7.065e-16,prime,1,0
712,1,z:ilp,nat-oop,5004,8682,6.741,1.735,8.190e-16,prime,1,0
713,1,z:ilp,nat-oop,5028,4565,6.721,0.908,9.024e-16,prime,1,0
714,1,z:ilp,nat-oop,1130,1811,29.941,1.602,1.397e-15,chain3,1,0
715,1,z:ilp,nat-oop,1004,1018,33.750,1.013,1.032e-15,flat,1,0
716,1,z:ilp,nat-oop,5029,6357,6.752,1.264,1.032e-15,prime,1,0
717,1,z:ilp,nat-oop,4990,6353,6.815,1.273,9.358e-16,prime,1,0
718,1,z:ilp,nat-oop,5025,6419,6.778,1.277,7.626e-16,prime,1,0
719,1,z:ilp,nat-oop,6058,6336,5.632,1.046,8.292e-16,prime,1,0
720,1,z:ilp,nat-oop,802,932,42.604,1.162,7.198e-16,chain3,1,0
721,1,z:ilp,nat-oop,5027,6356,6.808,1.264,7.298e-16,prime,1,0
722,1,z:ilp,nat-oop,1659,2778,20.662,1.674,1.670e-15,flat,1,0
723,1,z:ilp,nat-oop,5049,6318,6.800,1.251,6.756e-16,prime,1,0
724,1,z:ilp,nat-oop,4933,6289,6.971,1.275,7.914e-16,prime,1,0
725,1,z:ilp,nat-oop,5092,3032,6.764,0.595,6.844e-16,prime,1,0
726,1,z:ilp,nat-oop,1022,1074,33.757,1.051,8.968e-16,chain3,1,0
727,1,z:ilp,nat-oop,3131,6344,11.038,2.026,1.132e-15,prime,1,0
728,1,z:ilp,nat-oop,885,1048,39.085,1.184,1.011e-15,chain3,1,0
729,1,z:ilp,nat-oop,916,1078,37.829,1.176,6.773e-16,2p,1,0
730,1,z:ilp,nat-oop,5296,7718,6.556,1.457,5.798e-16,prime,1,0
731,1,z:ilp,nat-oop,5064,5814,6.867,1.148,6.406e-16,prime,1,0
732,1,z:ilp,nat-oop,4956,6080,7.028,1.227,1.178e-15,prime,1,0
733,1,z:ilp,nat-oop,5021,6407,6.947,1.276,9.249e-16,prime,1,0
734,1,z:ilp,nat-oop,5005,6399,6.980,1.278,9.289e-16,prime,1,0
735,1,z:ilp,nat-oop,995,1032,35.158,1.037,6.519e-16,flat,1,0
736,1,z:ilp,nat-oop,974,2291,35.980,2.352,1.295e-15,2p,1,0
737,1,z:ilp,nat-oop,4963,8447,7.072,1.702,9.012e-16,prime,1,0
738,1,z:ilp,nat-oop,4999,3800,7.033,0.760,7.968e-16,prime,1,0
739,1,z:ilp,nat-oop,5154,6361,6.831,1.234,1.087e-15,prime,1,0
740,1,z:ilp,nat-oop,6070,3337,5.810,0.550,6.284e-16,prime,1,0
741,1,z:ilp,nat-oop,2593,2129,13.619,0.821,1.297e-15,chain3,1,0
742,1,z:ilp,nat-oop,5249,5369,6.740,1.023,6.828e-16,prime,1,0
743,1,z:ilp,nat-oop,5124,6421,6.915,1.253,7.841e-16,prime,1,0
744,1,z:ilp,nat-oop,5398,2982,6.574,0.552,5.344e-16,prime,1,0
745,1,z:ilp,nat-oop,5316,6384,6.685,1.201,8.523e-16,prime,1,0
746,1,z:ilp,nat-oop,5115,6342,6.959,1.240,1.098e-15,prime,1,0
747,1,z:ilp,nat-oop,5092,11349,7.001,2.229,1.058e-15,prime,1,0
748,1,z:ilp,nat-oop,1337,1906,26.712,1.426,1.591e-15,flat,1,0
749,1,z:ilp,nat-oop,5295,6442,6.753,1.217,9.214e-16,prime,1,0
750,1,z:ilp,nat-oop,1099,1033,32.594,0.940,5.328e-16,chain3,1,0
751,1,z:ilp,nat-oop,5047,6363,7.107,1.261,7.563e-16,prime,1,0
752,1,z:ilp,nat-oop,5034,4017,7.137,0.798,8.354e-16,prime,1,0
753,1,z:ilp,nat-oop,5100,6503,7.055,1.275,9.228e-16,prime,1,0
754,1,z:ilp,nat-oop,5091,3132,7.079,0.615,8.278e-16,prime,1,0
755,1,z:ilp,nat-oop,5155,6438,7.001,1.249,9.359e-16,prime,1,0
756,1,z:ilp,nat-oop,897,1054,40.278,1.175,6.606e-16,chain3,1,0
757,1,z:ilp,nat-oop,5225,6390,6.929,1.223,7.371e-16,prime,1,0
758,1,z:ilp,nat-oop,5115,6437,7.088,1.259,1.056e-15,prime,1,0
759,1,z:ilp,nat-oop,2269,2494,16.001,1.099,1.965e-15,flat,1,0
760,1,z:ilp,nat-oop,1221,2058,29.785,1.686,1.064e-15,flat,1,0
761,1,z:ilp,nat-oop,4161,6425,8.754,1.544,1.668e-15,prime,1,0
762,1,z:ilp,nat-oop,5032,14105,7.249,2.803,6.740e-16,prime,1,0
763,1,z:ilp,nat-oop,5047,6448,7.238,1.278,8.001e-16,prime,1,0
764,1,z:ilp,nat-oop,5031,6455,7.271,1.283,1.000e-15,prime,1,0
765,1,z:ilp,nat-oop,1336,2117,27.417,1.584,1.469e-15,flat,1,0
766,1,z:ilp,nat-oop,5005,6473,7.331,1.293,1.140e-15,prime,1,0
767,1,z:ilp,nat-oop,5023,7626,7.316,1.518,6.625e-16,prime,1,0
768,1,z:ilp,nat-oop,631,900,58.291,1.425,6.998e-16,2p,1,0
769,1,z:ilp,nat-oop,2473,6340,14.908,2.564,7.579e-16,prime,1,0
770,1,z:ilp,nat-oop,988,1293,37.350,1.308,7.289e-16,chain3,1,0
771,1,z:ilp,nat-oop,7138,6305,5.179,0.883,1.459e-15,prime,1,0
772,1,z:ilp,nat-oop,5650,6425,6.553,1.137,8.303e-16,prime,1,0
773,1,z:ilp,nat-oop,5141,6434,7.213,1.251,9.704e-16,prime,1,0
774,1,z:ilp,nat-oop,4947,4205,7.508,0.850,7.288e-16,prime,1,0
775,1,z:ilp,nat-oop,5320,3409,6.991,0.641,7.877e-16,prime,1,0
776,1,z:ilp,nat-oop,5088,10635,7.321,2.090,5.896e-16,prime,1,0
777,1,z:ilp,nat-oop,5043,4236,7.396,0.840,8.214e-16,prime,1,0
778,1,z:ilp,nat-oop,5160,6366,7.241,1.234,1.260e-15,prime,1,0
779,1,z:ilp,nat-oop,5040,6152,7.423,1.220,5.789e-16,prime,1,0
780,1,z:ilp,nat-oop,914,1170,40.984,1.280,1.028e-15,chain3,1,0
781,1,z:ilp,nat-oop,4955,9550,7.574,1.927,7.783e-16,prime,1,0
782,1,z:ilp,nat-oop,2297,3223,16.357,1.403,2.248e-15,flat,1,0
783,1,z:ilp,nat-oop,5029,3387,7.483,0.673,7.554e-16,prime,1,0
784,1,z:ilp,nat-oop,812,904,46.442,1.114,5.195e-16,chain3,1,0
785,1,z:ilp,nat-oop,5115,6394,7.379,1.250,1.069e-15,prime,1,0
786,1,z:ilp,nat-oop,5167,14871,7.316,2.878,6.447e-16,prime,1,0
787,1,z:ilp,nat-oop,5016,6325,7.548,1.261,8.580e-16,prime,1,0
788,1,z:ilp,nat-oop,5021,6339,7.551,1.263,1.297e-15,prime,1,0
789,1,z:ilp,nat-oop,4998,6322,7.596,1.265,8.784e-16,prime,1,0
790,1,z:ilp,nat-oop,4883,9015,7.786,1.846,7.683e-16,prime,1,0
791,1,z:ilp,nat-oop,5097,6325,7.471,1.241,9.813e-16,prime,1,0
792,1,z:ilp,nat-oop,993,1184,38.402,1.192,8.002e-16,chain3,1,0
793,1,z:ilp,nat-oop,4992,8299,7.649,1.662,7.882e-16,prime,1,0
794,1,z:ilp,nat-oop,5181,6441,7.381,1.243,9.455e-16,prime,1,0
795,1,z:ilp,nat-oop,5101,6874,7.508,1.348,6.655e-16,prime,1,0
796,1,z:ilp,nat-oop,5137,6438,7.467,1.253,1.102e-15,prime,1,0
797,1,z:ilp,nat-oop,5152,6418,7.456,1.246,7.358e-16,prime,1,0
798,1,z:ilp,nat-oop,1566,2186,24.562,1.396,1.008e-15,flat,1,0
799,1,z:ilp,nat-oop,5382,6917,7.157,1.285,7.320e-16,prime,1,0
800,1,z:ilp,nat-oop,764,1086,50.479,1.422,3.924e-16,2p,1,0
801,1,z:ilp,nat-oop,5118,13912,7.547,2.718,9.152e-16,prime,1,0
802,1,z:ilp,nat-oop,5026,5800,7.697,1.154,8.498e-16,prime,1,0
803,1,z:ilp,nat-oop,5259,10326,7.366,1.963,6.870e-16,prime,1,0
804,1,z:ilp,nat-oop,5028,7248,7.716,1.441,6.492e-16,prime,1,0
805,1,z:ilp,nat-oop,1453,2734,26.738,1.882,2.625e-15,flat,1,0
806,1,z:ilp,nat-oop,5144,3474,7.564,0.675,8.264e-16,prime,1,0
807,1,z:ilp,nat-oop,5385,6112,7.235,1.135,6.864e-16,prime,1,0
808,1,z:ilp,nat-oop,5114,11782,7.629,2.304,1.169e-15,prime,1,0
809,1,z:ilp,nat-oop,5055,5908,7.730,1.169,8.838e-16,prime,1,0
810,1,z:ilp,nat-oop,1747,1192,22.393,0.682,6.739e-16,chain3,1,0
811,1,z:ilp,nat-oop,5164,5824,7.588,1.128,7.112e-16,prime,1,0
812,1,z:ilp,nat-oop,6250,3047,6.279,0.487,8.536e-16,prime,1,0
813,1,z:ilp,nat-oop,6464,5834,6.079,0.902,8.332e-16,prime,1,0
814,1,z:ilp,nat-oop,5151,4015,7.640,0.780,1.212e-15,prime,1,0
815,1,z:ilp,nat-oop,4991,5870,7.896,1.176,1.049e-15,prime,1,0
816,1,z:ilp,nat-oop,1608,1998,24.548,1.243,1.081e-15,chain3,1,0
817,1,z:ilp,nat-oop,6620,6699,5.969,1.012,1.005e-15,prime,1,0
818,1,z:ilp,nat-oop,6748,5871,5.864,0.870,1.172e-15,prime,1,0
819,1,z:ilp,nat-oop,1161,1210,34.122,1.042,1.024e-15,flat,1,0
820,1,z:ilp,nat-oop,5072,4097,7.825,0.808,9.016e-16,prime,1,0
821,1,z:ilp,nat-oop,4963,5917,8.008,1.192,9.254e-16,prime,1,0
822,1,z:ilp,nat-oop,6459,16695,6.161,2.585,8.685e-16,prime,1,0
823,1,z:ilp,nat-oop,5118,5754,7.788,1.124,1.375e-15,prime,1,0
824,1,z:ilp,nat-oop,5066,11930,7.877,2.355,9.507e-16,prime,1,0
825,1,z:ilp,nat-oop,1302,1212,30.688,0.931,7.564e-16,chain3,1,0
826,1,z:ilp,nat-oop,5004,6574,7.998,1.314,8.398e-16,prime,1,0
827,1,z:ilp,nat-oop,5273,5881,7.601,1.115,6.855e-16,prime,1,0
828,1,z:ilp,nat-oop,1753,2624,22.897,1.497,1.480e-15,chain3,1,0
829,1,z:ilp,nat-oop,5361,5927,7.497,1.106,2.180e-15,prime,1,0
830,1,z:ilp,nat-oop,5326,10053,7.555,1.887,6.714e-16,prime,1,0
831,1,z:ilp,nat-oop,5146,5856,7.831,1.138,9.603e-16,prime,1,0
832,1,z:ilp,nat-oop,861,1079,46.889,1.254,1.030e-15,2p,1,0
833,1,z:ilp,nat-oop,1381,2218,29.257,1.606,1.383e-15,flat,1,0
834,1,z:ilp,nat-oop,5120,16609,7.903,3.244,8.022e-16,prime,1,0
835,1,z:ilp,nat-oop,5354,5728,7.569,1.070,8.047e-16,prime,1,0
836,1,z:ilp,nat-oop,1658,2308,24.480,1.392,1.168e-15,flat,1,0
837,1,z:ilp,nat-oop,5215,3784,7.791,0.726,1.028e-15,prime,1,0
838,1,z:ilp,nat-oop,5082,5866,8.007,1.154,7.205e-16,prime,1,0
839,1,z:ilp,nat-oop,5103,5867,7.984,1.150,8.577e-16,prime,1,0
840,1,z:ilp,nat-oop,1009,1144,40.428,1.133,5.410e-16,chain3,1,0
841,1,z:ilp,nat-oop,5257,6084,7.772,1.157,7.503e-16,prime,1,0
842,1,z:ilp,nat-oop,5046,6046,8.107,1.198,7.367e-16,prime,1,0
843,1,z:ilp,nat-oop,5049,5753,8.115,1.139,7.432e-16,prime,1,0
844,1,z:ilp,nat-oop,5171,5800,7.934,1.122,7.283e-16,prime,1,0
845,1,z:ilp,nat-oop,1443,1272,28.462,0.881,1.435e-15,flat,1,0
846,1,z:ilp,nat-oop,5179,5006,7.942,0.966,9.432e-16,prime,1,0
847,1,z:ilp,nat-oop,1327,1194,31.046,0.900,8.587e-16,flat,1,0
848,1,z:ilp,nat-oop,5085,5415,8.111,1.065,6.477e-16,prime,1,0
849,1,z:ilp,nat-oop,5031,5885,8.210,1.170,9.295e-16,prime,1,0
850,1,z:ilp,nat-oop,1958,2181,21.125,1.114,8.633e-16,chain3,1,0
851,1,z:ilp,nat-oop,5471,6424,7.569,1.174,7.900e-16,prime,1,0
852,1,z:ilp,nat-oop,5162,8208,8.034,1.590,8.008e-16,prime,1,0
853,1,z:ilp,nat-oop,5263,5943,7.889,1.129,1.278e-15,prime,1,0
854,1,z:ilp,nat-oop,5272,7127,7.888,1.352,7.220e-16,prime,1,0
855,1,z:ilp,nat-oop,1705,2494,24.424,1.463,1.139e-15,flat,1,0
856,1,z:ilp,nat-oop,5247,12963,7.947,2.471,1.311e-15,prime,1,0
857,1,z:ilp,nat-oop,5322,5901,7.845,1.109,1.020e-15,prime,1,0
858,1,z:ilp,nat-oop,1271,1334,32.896,1.050,1.010e-15,chain3,1,0
859,1,z:ilp,nat-oop,3779,5967,11.077,1.579,1.837e-15,prime,1,0
860,1,z:ilp,nat-oop,4991,4527,8.399,0.907,8.825e-16,prime,1,0
861,1,z:ilp,nat-oop,5122,5430,8.195,1.060,9.001e-16,prime,1,0
862,1,z:ilp,nat-oop,5278,5882,7.963,1.114,9.599e-16,prime,1,0
863,1,z:ilp,nat-oop,5177,5828,8.130,1.126,1.034e-15,prime,1,0
864,1,z:ilp,nat-oop,913,1187,46.145,1.300,6.422e-16,2p,1,0
865,1,z:ilp,nat-oop,5076,5922,8.313,1.167,7.492e-16,prime,1,0
866,1,z:ilp,nat-oop,5246,5891,8.054,1.123,6.954e-16,prime,1,0
867,1,z:ilp,nat-oop,1882,3510,22.476,1.865,1.343e-15,flat,1,0
868,1,z:ilp,nat-oop,6805,3408,6.226,0.501,9.460e-16,prime,1,0
869,1,z:ilp,nat-oop,5018,12333,8.454,2.458,9.195e-16,prime,1,0
870,1,z:ilp,nat-oop,5123,3211,8.292,0.627,7.109e-16,prime,1,0
871,1,z:ilp,nat-oop,5400,10064,7.876,1.864,1.023e-15,prime,1,0
872,1,z:ilp,nat-oop,5191,14044,8.205,2.706,1.027e-15,prime,1,0
873,1,z:ilp,nat-oop,5144,5920,8.290,1.151,8.081e-16,prime,1,0
874,1,z:ilp,nat-oop,2128,3767,20.069,1.770,1.653e-15,flat,1,0
875,1,z:ilp,nat-oop,1193,1281,35.839,1.074,5.723e-16,flat,1,0
876,1,z:ilp,nat-oop,5074,8866,8.438,1.747,7.285e-16,prime,1,0
877,1,z:ilp,nat-oop,5301,5889,8.088,1.111,6.868e-16,prime,1,0
878,1,z:ilp,nat-oop,5294,5933,8.109,1.121,8.598e-16,prime,1,0
879,1,z:ilp,nat-oop,5221,5865,8.233,1.123,7.090e-16,prime,1,0
880,1,z:ilp,nat-oop,1003,1191,42.900,1.187,7.039e-16,chain3,1,0
881,1,z:ilp,nat-oop,4130,5911,10.433,1.431,9.137e-16,prime,1,0
882,1,z:ilp,nat-oop,1303,1267,33.112,0.972,7.188e-16,flat,1,0
883,1,z:ilp,nat-oop,5032,6029,8.586,1.198,7.334e-16,prime,1,0
884,1,z:ilp,nat-oop,1928,2291,22.442,1.188,1.365e-15,chain3,1,0
885,1,z:ilp,nat-oop,5365,8719,8.074,1.625,8.565e-16,prime,1,0
886,1,z:ilp,nat-oop,5128,5950,8.458,1.160,9.956e-16,prime,1,0
887,1,z:ilp,nat-oop,5105,5865,8.508,1.149,6.802e-16,prime,1,0
888,1,z:ilp,nat-oop,5121,4127,8.492,0.806,6.857e-16,prime,1,0
889,1,z:ilp,nat-oop,5444,5913,7.998,1.086,7.703e-16,prime,1,0
890,1,z:ilp,nat-oop,5117,12335,8.520,2.410,9.770e-16,prime,1,0
891,1,z:ilp,nat-oop,1275,1411,34.252,1.107,1.425e-15,chain3,1,0
892,1,z:ilp,nat-oop,5004,5756,8.736,1.150,6.841e-16,prime,1,0
893,1,z:ilp,nat-oop,5147,7940,8.504,1.543,7.606e-16,prime,1,0
894,1,z:ilp,nat-oop,5149,19701,8.511,3.826,1.207e-15,prime,1,0
895,1,z:ilp,nat-oop,5069,5839,8.657,1.152,8.669e-16,prime,1,0
896,1,z:ilp,nat-oop,916,1150,47.979,1.256,3.850e-16,chain3,1,0
897,1,z:ilp,nat-oop,2284,3164,19.259,1.385,1.594e-15,flat,1,0
898,1,z:ilp,nat-oop,5179,5925,8.506,1.144,1.152e-15,prime,1,0
899,1,z:ilp,nat-oop,5131,6589,8.595,1.284,1.226e-15,prime,1,0
900,1,z:ilp,nat-oop,1011,1306,43.699,1.292,6.378e-16,chain3,1,0
901,1,z:ilp,nat-oop,5147,8981,8.591,1.745,1.232e-15,prime,1,0
902,1,z:ilp,nat-oop,5541,4916,7.991,0.887,8.912e-16,prime,1,0
903,1,z:ilp,nat-oop,5144,5936,8.618,1.154,7.394e-16,prime,1,0
904,1,z:ilp,nat-oop,5238,15031,8.475,2.870,1.152e-15,prime,1,0
905,1,z:ilp,nat-oop,6156,5932,7.219,0.964,6.929e-16,prime,1,0
906,1,z:ilp,nat-oop,4977,5979,8.942,1.201,6.034e-16,prime,1,0
907,1,z:ilp,nat-oop,5251,6032,8.485,1.149,1.148e-15,prime,1,0
908,1,z:ilp,nat-oop,5136,5861,8.687,1.141,9.041e-16,prime,1,0
909,1,z:ilp,nat-oop,5583,5955,8.001,1.067,8.317e-16,prime,1,0
910,1,z:ilp,nat-oop,2017,1565,22.172,0.776,8.213e-16,chain3,1,0
911,1,z:ilp,nat-oop,5524,5877,8.106,1.064,7.276e-16,prime,1,0
912,1,z:ilp,nat-oop,1439,2407,31.169,1.673,1.283e-15,chain3,1,0
913,1,z:ilp,nat-oop,5147,13991,8.722,2.718,8.091e-16,prime,1,0
914,1,z:ilp,nat-oop,6622,5999,6.788,0.906,8.074e-16,prime,1,0
915,1,z:ilp,nat-oop,5261,9515,8.555,1.809,8.827e-16,prime,1,0
916,1,z:ilp,nat-oop,5268,5831,8.554,1.107,1.041e-15,prime,1,0
917,1,z:ilp,nat-oop,5161,5948,8.743,1.153,1.311e-15,prime,1,0
918,1,z:ilp,nat-oop,1870,2380,24.163,1.273,1.260e-15,flat,1,0
919,1,z:ilp,nat-oop,5349,5891,8.457,1.101,9.012e-16,prime,1,0
920,1,z:ilp,nat-oop,1997,2848,22.674,1.426,1.349e-15,chain3,1,0
921,1,z:ilp,nat-oop,5236,5982,8.660,1.142,9.880e-16,prime,1,0
922,1,z:ilp,nat-oop,5454,6006,8.324,1.101,1.209e-15,prime,1,0
923,1,z:ilp,nat-oop,5489,11524,8.282,2.099,6.385e-16,prime,1,0
924,1,z:ilp,nat-oop,1138,1480,39.992,1.301,8.135e-16,chain3,1,0
925,1,z:ilp,nat-oop,5368,5104,8.489,0.951,1.050e-15,prime,1,0
926,1,z:ilp,nat-oop,5395,6135,8.458,1.137,9.169e-16,prime,1,0
927,1,z:ilp,nat-oop,5231,5955,8.734,1.138,8.421e-16,prime,1,0
928,1,z:ilp,nat-oop,5355,3428,8.541,0.640,7.241e-16,prime,1,0
929,1,z:ilp,nat-oop,5237,5913,8.745,1.129,6.163e-16,prime,1,0
930,1,z:ilp,nat-oop,5291,3597,8.666,0.680,8.681e-16,prime,1,0
931,1,z:ilp,nat-oop,1905,2642,24.104,1.387,1.204e-15,flat,1,0
932,1,z:ilp,nat-oop,5363,5875,8.572,1.096,1.166e-15,prime,1,0
933,1,z:ilp,nat-oop,5203,5963,8.845,1.146,7.759e-16,prime,1,0
934,1,z:ilp,nat-oop,5271,5916,8.742,1.122,9.100e-16,prime,1,0
935,1,z:ilp,nat-oop,2196,2524,21.007,1.149,1.119e-15,flat,1,0
936,1,z:ilp,nat-oop,1239,1438,37.283,1.160,1.080e-15,chain3,1,0
937,1,z:ilp,nat-oop,4251,5934,10.880,1.396,1.362e-15,prime,1,0
938,1,z:ilp,nat-oop,5213,8745,8.883,1.677,9.341e-16,prime,1,0
939,1,z:ilp,nat-oop,5299,5852,8.749,1.104,7.187e-16,prime,1,0
940,1,z:ilp,nat-oop,5193,5514,8.939,1.062,8.279e-16,prime,1,0
941,1,z:ilp,nat-oop,5243,5955,8.864,1.136,8.246e-16,prime,1,0
942,1,z:ilp,nat-oop,5092,5964,9.138,1.171,8.364e-16,prime,1,0
943,1,z:ilp,nat-oop,5087,7830,9.158,1.539,6.578e-16,prime,1,0
944,1,z:ilp,nat-oop,5225,6886,8.927,1.318,8.578e-16,prime,1,0
945,1,z:ilp,nat-oop,2289,1450,20.407,0.634,7.709e-16,chain3,1,0
946,1,z:ilp,nat-oop,5260,5496,8.889,1.045,7.000e-16,prime,1,0
947,1,z:ilp,nat-oop,5472,5965,8.556,1.090,1.098e-15,prime,1,0
948,1,z:ilp,nat-oop,5124,10365,9.148,2.023,8.332e-16,prime,1,0
949,1,z:ilp,nat-oop,5116,12393,9.172,2.422,6.950e-16,prime,1,0
950,1,z:ilp,nat-oop,2047,2713,22.950,1.325,1.214e-15,flat,1,0
951,1,z:ilp,nat-oop,5549,5816,8.478,1.048,9.608e-16,prime,1,0
952,1,z:ilp,nat-oop,1611,2370,29.233,1.471,1.272e-15,flat,1,0
953,1,z:ilp,nat-oop,4291,5960,10.990,1.389,1.793e-15,prime,1,0
954,1,z:ilp,nat-oop,5324,6779,8.867,1.273,1.033e-15,prime,1,0
955,1,z:ilp,nat-oop,5228,5969,9.042,1.142,9.177e-16,prime,1,0
956,1,z:ilp,nat-oop,5523,5972,8.568,1.081,9.098e-16,prime,1,0
957,1,z:ilp,nat-oop,5546,4106,8.544,0.740,8.036e-16,prime,1,0
958,1,z:ilp,nat-oop,5253,6079,9.032,1.157,7.429e-16,prime,1,0
959,1,z:ilp,nat-oop,5284,6054,8.989,1.146,9.665e-16,prime,1,0
960,1,z:ilp,nat-oop,947,1268,50.210,1.338,4.988e-16,2p,1,0
961,1,z:ilp,nat-oop,10528,7924,4.522,0.753,9.261e-16,prime,1,0
962,1,z:ilp,nat-oop,9339,5154,5.104,0.552,1.201e-15,prime,1,0
