library,N,l2_error,max_error,rt_error
MKL,1840,2.484e-16,2.699e-16,8.811e-16
VectorFFT,1841,3.919e-16,3.534e-16,1.263e-15
MKL,1841,4.378e-16,3.895e-16,1.423e-15
VectorFFT,1842,4.161e-16,4.124e-16,1.374e-15
MKL,1842,4.120e-16,4.964e-16,1.444e-15
VectorFFT,1843,4.000e-16,4.369e-16,1.132e-15
MKL,1843,4.228e-16,4.776e-16,1.489e-15
VectorFFT,1844,3.973e-16,4.507e-16,1.255e-15
MKL,1844,4.101e-16,4.456e-16,1.269e-15
VectorFFT,1845,4.275e-16,5.140e-16,1.256e-15
MKL,1845,3.439e-16,3.557e-16,1.078e-15
VectorFFT,1846,3.938e-16,3.619e-16,1.083e-15
MKL,1846,3.051e-16,4.014e-16,8.790e-16
VectorFFT,1847,3.952e-16,5.372e-16,1.306e-15
MKL,1847,4.226e-16,4.676e-16,1.444e-15
VectorFFT,1848,5.166e-16,8.001e-16,1.945e-15
MKL,1848,2.542e-16,2.900e-16,7.092e-16
VectorFFT,1849,9.838e-16,2.128e-15,4.018e-15
MKL,1849,3.402e-16,4.054e-16,1.065e-15
VectorFFT,1850,3.806e-16,3.494e-16,1.204e-15
MKL,1850,2.868e-16,3.949e-16,1.001e-15
VectorFFT,1851,3.946e-16,4.068e-16,1.282e-15
MKL,1851,4.353e-16,3.629e-16,1.401e-15
VectorFFT,1852,4.013e-16,4.013e-16,1.263e-15
MKL,1852,4.197e-16,4.475e-16,1.123e-15
VectorFFT,1853,3.955e-16,3.756e-16,1.252e-15
MKL,1853,4.480e-16,4.934e-16,1.642e-15
VectorFFT,1854,3.938e-16,3.931e-16,1.417e-15
MKL,1854,3.338e-16,4.239e-16,1.126e-15
VectorFFT,1855,3.924e-16,4.085e-16,1.357e-15
MKL,1855,4.240e-16,4.292e-16,1.186e-15
VectorFFT,1856,3.627e-16,3.750e-16,1.079e-15
MKL,1856,2.434e-16,2.544e-16,7.665e-16
VectorFFT,1857,3.971e-16,4.406e-16,1.362e-15
MKL,1857,4.185e-16,4.597e-16,1.316e-15
VectorFFT,1858,3.942e-16,4.139e-16,1.324e-15
MKL,1858,4.179e-16,4.172e-16,1.775e-15
VectorFFT,1859,5.087e-16,7.304e-16,1.474e-15
MKL,1859,2.907e-16,2.655e-16,9.504e-16
VectorFFT,1860,4.471e-16,6.226e-16,1.575e-15
MKL,1860,2.699e-16,3.233e-16,1.032e-15
VectorFFT,1861,3.958e-16,4.143e-16,1.105e-15
MKL,1861,4.311e-16,4.902e-16,1.614e-15
VectorFFT,1862,4.446e-16,6.893e-16,1.477e-15
MKL,1862,2.927e-16,2.990e-16,1.048e-15
VectorFFT,1863,5.131e-16,4.754e-16,1.352e-15
MKL,1863,4.257e-16,4.699e-16,1.204e-15
VectorFFT,1864,3.888e-16,4.398e-16,1.559e-15
MKL,1864,4.113e-16,4.728e-16,1.211e-15
VectorFFT,1865,4.195e-16,5.413e-16,1.581e-15
MKL,1865,4.364e-16,4.497e-16,1.358e-15
VectorFFT,1866,3.878e-16,4.072e-16,1.184e-15
MKL,1866,4.078e-16,4.568e-16,1.273e-15
VectorFFT,1867,4.020e-16,5.723e-16,1.252e-15
MKL,1867,4.216e-16,4.481e-16,1.337e-15
VectorFFT,1868,4.046e-16,3.791e-16,1.363e-15
MKL,1868,4.064e-16,3.988e-16,1.327e-15
VectorFFT,1869,3.980e-16,3.814e-16,1.297e-15
MKL,1869,3.903e-16,4.408e-16,1.292e-15
VectorFFT,1870,4.557e-16,4.544e-16,1.251e-15
MKL,1870,2.716e-16,2.886e-16,8.423e-16
VectorFFT,1871,3.963e-16,4.482e-16,1.271e-15
MKL,1871,4.313e-16,5.572e-16,1.544e-15
VectorFFT,1872,5.069e-16,5.730e-16,1.243e-15
MKL,1872,2.586e-16,2.602e-16,7.862e-16
VectorFFT,1873,7.707e-16,6.966e-16,2.116e-15
MKL,1873,4.321e-16,4.086e-16,1.506e-15
VectorFFT,1874,4.010e-16,3.768e-16,1.200e-15
MKL,1874,4.127e-16,4.134e-16,1.486e-15
VectorFFT,1875,3.821e-16,4.254e-16,1.198e-15
MKL,1875,4.586e-16,5.424e-16,1.196e-15
VectorFFT,1876,3.963e-16,4.138e-16,1.234e-15
MKL,1876,2.861e-16,4.205e-16,8.587e-16
VectorFFT,1877,4.134e-16,4.955e-16,1.470e-15
MKL,1877,4.227e-16,3.535e-16,1.350e-15
VectorFFT,1878,3.880e-16,4.189e-16,1.387e-15
MKL,1878,4.197e-16,4.871e-16,1.467e-15
VectorFFT,1879,3.859e-16,3.768e-16,1.215e-15
MKL,1879,4.535e-16,4.325e-16,1.517e-15
VectorFFT,1880,4.726e-16,5.781e-16,1.481e-15
MKL,1880,2.794e-16,3.237e-16,9.442e-16
VectorFFT,1881,4.308e-16,4.557e-16,1.032e-15
MKL,1881,3.189e-16,3.347e-16,8.901e-16
VectorFFT,1882,3.971e-16,4.537e-16,1.274e-15
MKL,1882,4.102e-16,5.108e-16,1.618e-15
VectorFFT,1883,3.973e-16,4.188e-16,1.193e-15
MKL,1883,4.300e-16,4.439e-16,1.410e-15
VectorFFT,1884,3.992e-16,3.604e-16,1.624e-15
MKL,1884,4.108e-16,3.667e-16,1.191e-15
VectorFFT,1885,4.831e-16,6.526e-16,1.431e-15
MKL,1885,3.425e-16,4.252e-16,9.863e-16
VectorFFT,1886,7.637e-16,1.255e-15,4.360e-15
MKL,1886,2.864e-16,3.012e-16,9.109e-16
VectorFFT,1887,5.087e-16,7.505e-16,1.464e-15
MKL,1887,3.052e-16,3.102e-16,7.990e-16
VectorFFT,1888,3.902e-16,3.562e-16,1.218e-15
MKL,1888,2.746e-16,3.231e-16,9.346e-16
VectorFFT,1889,3.903e-16,3.891e-16,1.221e-15
MKL,1889,4.428e-16,4.015e-16,1.498e-15
VectorFFT,1890,4.100e-16,4.809e-16,1.118e-15
MKL,1890,3.133e-16,3.397e-16,1.133e-15
VectorFFT,1891,3.936e-16,4.423e-16,1.238e-15
MKL,1891,3.827e-16,4.013e-16,1.074e-15
VectorFFT,1892,4.062e-16,4.252e-16,1.183e-15
MKL,1892,2.790e-16,3.060e-16,9.379e-16
VectorFFT,1893,3.909e-16,3.274e-16,1.246e-15
MKL,1893,4.221e-16,4.176e-16,1.244e-15
VectorFFT,1894,3.966e-16,3.582e-16,1.485e-15
MKL,1894,4.195e-16,3.853e-16,1.661e-15
VectorFFT,1895,4.047e-16,4.458e-16,1.248e-15
MKL,1895,4.183e-16,4.553e-16,1.241e-15
VectorFFT,1896,3.993e-16,4.036e-16,1.321e-15
MKL,1896,2.883e-16,3.691e-16,9.437e-16
VectorFFT,1897,4.015e-16,4.480e-16,1.439e-15
MKL,1897,4.165e-16,4.343e-16,1.282e-15
VectorFFT,1898,3.960e-16,3.839e-16,1.262e-15
MKL,1898,3.149e-16,3.041e-16,9.697e-16
VectorFFT,1899,3.985e-16,3.729e-16,1.401e-15
MKL,1899,4.241e-16,4.491e-16,1.388e-15
VectorFFT,1900,3.973e-16,3.850e-16,1.245e-15
MKL,1900,2.760e-16,2.451e-16,8.251e-16
VectorFFT,1901,4.029e-16,3.780e-16,1.587e-15
MKL,1901,4.398e-16,3.866e-16,1.817e-15
VectorFFT,1902,3.949e-16,3.810e-16,1.151e-15
MKL,1902,4.231e-16,4.683e-16,1.254e-15
VectorFFT,1903,3.987e-16,4.425e-16,1.111e-15
MKL,1903,4.228e-16,4.717e-16,1.738e-15
VectorFFT,1904,4.173e-16,4.770e-16,1.107e-15
MKL,1904,2.508e-16,2.426e-16,8.257e-16
VectorFFT,1905,4.271e-16,4.387e-16,1.473e-15
MKL,1905,4.428e-16,4.804e-16,1.546e-15
VectorFFT,1906,3.998e-16,4.998e-16,1.270e-15
MKL,1906,4.183e-16,4.450e-16,1.315e-15
VectorFFT,1907,3.949e-16,3.319e-16,1.194e-15
MKL,1907,4.222e-16,4.376e-16,1.430e-15
VectorFFT,1908,3.953e-16,4.165e-16,1.332e-15
MKL,1908,2.718e-16,3.479e-16,8.454e-16
VectorFFT,1909,4.014e-16,3.929e-16,1.114e-15
MKL,1909,3.527e-16,3.680e-16,1.143e-15
VectorFFT,1910,4.075e-16,4.697e-16,1.442e-15
MKL,1910,4.197e-16,4.153e-16,1.229e-15
VectorFFT,1911,4.374e-16,5.796e-16,1.272e-15
MKL,1911,3.673e-16,3.987e-16,1.112e-15
VectorFFT,1912,3.933e-16,4.073e-16,1.370e-15
MKL,1912,4.273e-16,5.671e-16,1.386e-15
VectorFFT,1913,4.114e-16,3.801e-16,1.374e-15
MKL,1913,4.279e-16,4.096e-16,1.346e-15
VectorFFT,1914,1.096e-15,1.847e-15,4.584e-15
MKL,1914,2.666e-16,3.969e-16,8.195e-16
VectorFFT,1915,4.017e-16,3.926e-16,1.353e-15
MKL,1915,4.475e-16,4.160e-16,1.589e-15
VectorFFT,1916,4.049e-16,4.616e-16,1.282e-15
MKL,1916,4.136e-16,4.574e-16,1.485e-15
VectorFFT,1917,3.959e-16,4.321e-16,1.364e-15
MKL,1917,4.042e-16,4.901e-16,1.262e-15
VectorFFT,1918,3.936e-16,3.238e-16,1.421e-15
MKL,1918,3.467e-16,3.500e-16,1.041e-15
VectorFFT,1919,4.074e-16,5.061e-16,1.261e-15
MKL,1919,4.205e-16,4.296e-16,1.334e-15
VectorFFT,1920,3.331e-16,3.281e-16,9.859e-16
MKL,1920,2.522e-16,2.541e-16,7.801e-16
VectorFFT,1921,3.854e-16,3.740e-16,1.265e-15
MKL,1921,4.540e-16,5.230e-16,1.755e-15
VectorFFT,1922,1.221e-15,2.268e-15,6.104e-15
MKL,1922,3.168e-16,3.170e-16,1.080e-15
VectorFFT,1923,4.046e-16,4.707e-16,1.613e-15
MKL,1923,4.337e-16,5.440e-16,1.528e-15
VectorFFT,1924,4.615e-16,5.254e-16,1.360e-15
MKL,1924,2.644e-16,3.635e-16,7.993e-16
VectorFFT,1925,4.146e-16,4.052e-16,1.381e-15
MKL,1925,3.127e-16,3.282e-16,1.053e-15
VectorFFT,1926,3.984e-16,3.823e-16,1.365e-15
MKL,1926,3.228e-16,4.329e-16,9.377e-16
VectorFFT,1927,4.068e-16,3.957e-16,1.193e-15
MKL,1927,3.727e-16,3.956e-16,1.099e-15
VectorFFT,1928,3.951e-16,3.711e-16,1.185e-15
MKL,1928,4.136e-16,4.516e-16,1.284e-15
VectorFFT,1929,4.015e-16,3.632e-16,1.152e-15
MKL,1929,4.417e-16,4.509e-16,1.302e-15
VectorFFT,1930,4.017e-16,4.551e-16,1.260e-15
MKL,1930,4.252e-16,4.880e-16,1.383e-15
VectorFFT,1931,3.975e-16,4.439e-16,1.241e-15
MKL,1931,4.256e-16,4.313e-16,1.467e-15
VectorFFT,1932,4.927e-16,6.728e-16,1.805e-15
MKL,1932,2.566e-16,2.991e-16,7.778e-16
VectorFFT,1933,3.963e-16,4.024e-16,1.114e-15
MKL,1933,4.132e-16,4.612e-16,1.229e-15
VectorFFT,1934,4.003e-16,5.706e-16,1.220e-15
MKL,1934,4.312e-16,5.239e-16,1.275e-15
VectorFFT,1935,4.923e-16,5.236e-16,1.637e-15
MKL,1935,3.276e-16,4.174e-16,1.004e-15
VectorFFT,1936,3.236e-16,3.258e-16,9.905e-16
MKL,1936,2.353e-16,1.909e-16,8.408e-16
VectorFFT,1937,4.008e-16,3.890e-16,1.334e-15
MKL,1937,4.302e-16,4.104e-16,1.470e-15
VectorFFT,1938,4.998e-16,5.204e-16,1.410e-15
MKL,1938,2.753e-16,2.749e-16,9.021e-16
VectorFFT,1939,3.983e-16,3.326e-16,1.157e-15
MKL,1939,4.273e-16,3.635e-16,1.381e-15
VectorFFT,1940,4.255e-16,5.265e-16,1.594e-15
MKL,1940,3.126e-16,4.838e-16,1.130e-15
VectorFFT,1941,4.043e-16,4.489e-16,1.399e-15
MKL,1941,4.252e-16,4.697e-16,1.388e-15
VectorFFT,1942,4.071e-16,3.880e-16,1.573e-15
MKL,1942,4.209e-16,4.302e-16,1.375e-15
VectorFFT,1943,4.258e-16,4.240e-16,1.468e-15
MKL,1943,3.517e-16,4.242e-16,1.224e-15
VectorFFT,1944,4.531e-16,4.682e-16,1.287e-15
MKL,1944,2.599e-16,3.144e-16,9.646e-16
VectorFFT,1945,4.233e-16,3.548e-16,1.324e-15
MKL,1945,4.246e-16,4.109e-16,1.417e-15
VectorFFT,1946,4.020e-16,4.627e-16,1.138e-15
MKL,1946,3.531e-16,3.976e-16,1.373e-15
VectorFFT,1947,4.035e-16,4.327e-16,1.300e-15
MKL,1947,3.103e-16,3.771e-16,1.003e-15
VectorFFT,1948,4.121e-16,4.244e-16,1.154e-15
MKL,1948,4.420e-16,4.545e-16,1.446e-15
VectorFFT,1949,4.040e-16,3.261e-16,1.215e-15
MKL,1949,4.201e-16,3.631e-16,1.506e-15
VectorFFT,1950,4.479e-16,5.026e-16,1.125e-15
MKL,1950,2.858e-16,2.791e-16,9.956e-16
VectorFFT,1951,4.151e-16,4.367e-16,1.327e-15
MKL,1951,4.282e-16,4.322e-16,1.421e-15
VectorFFT,1952,4.044e-16,3.707e-16,1.292e-15
MKL,1952,2.732e-16,2.790e-16,8.969e-16
VectorFFT,1953,5.608e-16,7.142e-16,2.033e-15
MKL,1953,3.114e-16,3.880e-16,1.200e-15
VectorFFT,1954,4.066e-16,4.303e-16,1.281e-15
MKL,1954,4.224e-16,4.315e-16,1.360e-15
VectorFFT,1955,5.241e-16,6.013e-16,1.467e-15
MKL,1955,4.072e-16,5.513e-16,1.271e-15
VectorFFT,1956,4.069e-16,4.625e-16,1.310e-15
MKL,1956,4.196e-16,4.432e-16,1.230e-15
VectorFFT,1957,3.987e-16,4.354e-16,1.650e-15
MKL,1957,4.277e-16,4.349e-16,1.282e-15
VectorFFT,1958,4.035e-16,3.528e-16,1.165e-15
MKL,1958,3.216e-16,3.551e-16,1.096e-15
VectorFFT,1959,4.062e-16,4.566e-16,1.125e-15
MKL,1959,4.329e-16,4.437e-16,1.357e-15
VectorFFT,1960,3.756e-16,6.109e-16,1.629e-15
MKL,1960,2.736e-16,4.132e-16,1.130e-15
VectorFFT,1961,4.031e-16,4.388e-16,1.270e-15
MKL,1961,4.111e-16,4.384e-16,1.394e-15
VectorFFT,1962,4.091e-16,3.727e-16,1.176e-15
MKL,1962,3.269e-16,4.769e-16,1.077e-15
VectorFFT,1963,4.036e-16,3.141e-16,1.285e-15
MKL,1963,4.293e-16,3.491e-16,1.297e-15
VectorFFT,1964,4.089e-16,4.607e-16,1.273e-15
MKL,1964,4.220e-16,4.286e-16,1.425e-15
VectorFFT,1965,4.040e-16,3.300e-16,1.281e-15
MKL,1965,4.272e-16,3.342e-16,1.350e-15
VectorFFT,1966,4.072e-16,3.596e-16,1.248e-15
MKL,1966,4.164e-16,3.914e-16,1.224e-15
VectorFFT,1967,4.048e-16,4.745e-16,1.340e-15
MKL,1967,4.153e-16,4.047e-16,1.310e-15
VectorFFT,1968,3.919e-16,4.757e-16,1.276e-15
MKL,1968,2.666e-16,2.751e-16,7.935e-16
VectorFFT,1969,4.053e-16,4.418e-16,1.406e-15
MKL,1969,4.281e-16,4.595e-16,1.401e-15
VectorFFT,1970,4.103e-16,3.871e-16,1.252e-15
MKL,1970,4.166e-16,4.474e-16,1.483e-15
VectorFFT,1971,4.056e-16,4.218e-16,1.242e-15
MKL,1971,3.344e-16,4.239e-16,1.106e-15
VectorFFT,1972,6.239e-16,6.114e-16,2.177e-15
MKL,1972,2.630e-16,2.756e-16,8.598e-16
VectorFFT,1973,3.999e-16,4.690e-16,1.301e-15
MKL,1973,4.514e-16,5.564e-16,1.584e-15
VectorFFT,1974,4.100e-16,4.751e-16,1.234e-15
MKL,1974,2.845e-16,3.921e-16,9.890e-16
VectorFFT,1975,3.963e-16,4.626e-16,1.453e-15
MKL,1975,3.434e-16,3.342e-16,1.048e-15
VectorFFT,1976,4.374e-16,5.465e-16,1.179e-15
MKL,1976,2.656e-16,3.193e-16,8.084e-16
VectorFFT,1977,4.051e-16,4.150e-16,1.463e-15
MKL,1977,4.425e-16,4.473e-16,1.520e-15
VectorFFT,1978,9.309e-16,2.419e-15,4.065e-15
MKL,1978,3.217e-16,4.463e-16,1.056e-15
VectorFFT,1979,4.103e-16,3.577e-16,1.233e-15
MKL,1979,4.448e-16,4.505e-16,1.499e-15
VectorFFT,1980,4.306e-16,4.389e-16,1.396e-15
MKL,1980,2.798e-16,3.175e-16,8.651e-16
VectorFFT,1981,4.046e-16,3.995e-16,1.242e-15
MKL,1981,4.597e-16,6.007e-16,1.464e-15
VectorFFT,1982,4.037e-16,3.621e-16,1.212e-15
MKL,1982,4.310e-16,4.269e-16,1.325e-15
VectorFFT,1983,4.066e-16,4.289e-16,1.296e-15
MKL,1983,4.282e-16,4.245e-16,1.125e-15
VectorFFT,1984,3.850e-16,4.395e-16,1.171e-15
MKL,1984,2.365e-16,2.728e-16,7.712e-16
VectorFFT,1985,4.063e-16,4.755e-16,1.246e-15
MKL,1985,4.272e-16,4.983e-16,1.356e-15
VectorFFT,1986,3.911e-16,4.862e-16,1.226e-15
MKL,1986,4.178e-16,4.492e-16,1.322e-15
VectorFFT,1987,4.058e-16,3.410e-16,1.241e-15
MKL,1987,4.515e-16,4.527e-16,1.534e-15
VectorFFT,1988,3.997e-16,5.318e-16,1.263e-15
MKL,1988,2.906e-16,3.650e-16,9.378e-16
VectorFFT,1989,5.585e-16,5.551e-16,1.505e-15
MKL,1989,3.504e-16,3.003e-16,1.043e-15
VectorFFT,1990,4.178e-16,4.148e-16,1.441e-15
MKL,1990,4.175e-16,3.732e-16,1.238e-15
VectorFFT,1991,4.109e-16,4.253e-16,1.316e-15
MKL,1991,4.364e-16,4.687e-16,1.351e-15
VectorFFT,1992,4.034e-16,4.555e-16,1.234e-15
MKL,1992,2.998e-16,3.598e-16,1.162e-15
VectorFFT,1993,4.118e-16,4.266e-16,1.411e-15
MKL,1993,4.264e-16,4.865e-16,1.306e-15
VectorFFT,1994,4.084e-16,4.541e-16,1.376e-15
MKL,1994,4.352e-16,4.395e-16,1.439e-15
VectorFFT,1995,4.037e-16,4.013e-16,1.318e-15
MKL,1995,3.633e-16,3.611e-16,1.141e-15
VectorFFT,1996,4.067e-16,3.585e-16,1.332e-15
MKL,1996,4.205e-16,3.584e-16,1.458e-15
VectorFFT,1997,3.994e-16,4.971e-16,1.231e-15
MKL,1997,4.315e-16,4.519e-16,1.484e-15
VectorFFT,1998,4.704e-16,4.542e-16,1.329e-15
MKL,1998,3.133e-16,3.534e-16,1.075e-15
VectorFFT,1999,4.032e-16,4.099e-16,1.482e-15
MKL,1999,4.368e-16,4.909e-16,1.627e-15
VectorFFT,2000,3.230e-16,3.559e-16,1.094e-15
MKL,2000,2.724e-16,2.548e-16,8.547e-16
VectorFFT,2001,4.802e-16,4.821e-16,1.662e-15
MKL,2001,3.062e-16,3.272e-16,9.038e-16
VectorFFT,2002,5.032e-16,6.323e-16,1.782e-15
MKL,2002,2.775e-16,3.037e-16,9.429e-16
VectorFFT,2003,4.107e-16,4.149e-16,1.292e-15
MKL,2003,4.285e-16,4.510e-16,1.380e-15
VectorFFT,2004,4.167e-16,3.732e-16,1.243e-15
MKL,2004,4.234e-16,3.917e-16,1.417e-15
VectorFFT,2005,4.015e-16,3.787e-16,1.320e-15
MKL,2005,4.342e-16,3.646e-16,1.468e-15
VectorFFT,2006,4.143e-16,4.509e-16,1.496e-15
MKL,2006,2.989e-16,3.655e-16,1.080e-15
VectorFFT,2007,4.079e-16,4.307e-16,1.178e-15
MKL,2007,4.415e-16,4.547e-16,1.340e-15
VectorFFT,2008,4.036e-16,4.218e-16,1.475e-15
MKL,2008,4.252e-16,4.847e-16,1.261e-15
VectorFFT,2009,3.557e-16,3.557e-16,1.168e-15
MKL,2009,3.135e-16,2.990e-16,1.162e-15
VectorFFT,2010,4.133e-16,4.309e-16,1.611e-15
MKL,2010,2.977e-16,3.630e-16,1.009e-15
VectorFFT,2011,4.133e-16,4.326e-16,1.434e-15
MKL,2011,4.394e-16,3.915e-16,1.579e-15
VectorFFT,2012,4.121e-16,3.573e-16,1.375e-15
MKL,2012,4.280e-16,4.967e-16,1.501e-15
VectorFFT,2013,4.078e-16,3.937e-16,1.223e-15
MKL,2013,3.304e-16,2.675e-16,9.086e-16
VectorFFT,2014,4.118e-16,4.218e-16,1.635e-15
MKL,2014,2.997e-16,4.468e-16,9.550e-16
VectorFFT,2015,5.253e-16,6.572e-16,1.553e-15
MKL,2015,3.259e-16,3.629e-16,8.665e-16
VectorFFT,2016,3.487e-16,4.165e-16,9.409e-16
MKL,2016,2.470e-16,2.295e-16,7.757e-16
VectorFFT,2017,4.062e-16,3.519e-16,1.200e-15
MKL,2017,4.299e-16,4.115e-16,1.455e-15
VectorFFT,2018,3.996e-16,3.884e-16,1.375e-15
MKL,2018,4.219e-16,3.932e-16,1.452e-15
VectorFFT,2019,4.102e-16,3.602e-16,1.170e-15
MKL,2019,4.507e-16,3.904e-16,1.556e-15
VectorFFT,2020,4.075e-16,4.262e-16,1.246e-15
MKL,2020,3.154e-16,3.830e-16,1.118e-15
VectorFFT,2021,4.197e-16,4.937e-16,1.510e-15
MKL,2021,3.102e-16,3.454e-16,1.017e-15
VectorFFT,2022,4.163e-16,4.854e-16,1.269e-15
MKL,2022,4.278e-16,4.592e-16,1.479e-15
VectorFFT,2023,5.362e-16,5.897e-16,1.474e-15
MKL,2023,4.748e-16,5.209e-16,1.419e-15
VectorFFT,2024,3.959e-16,4.374e-16,1.241e-15
MKL,2024,2.547e-16,2.423e-16,7.589e-16
VectorFFT,2025,4.534e-16,4.453e-16,1.093e-15
MKL,2025,3.991e-16,4.259e-16,1.119e-15
VectorFFT,2026,4.079e-16,3.966e-16,1.274e-15
MKL,2026,4.244e-16,4.215e-16,1.342e-15
VectorFFT,2027,4.145e-16,4.835e-16,1.273e-15
MKL,2027,4.566e-16,5.646e-16,1.901e-15
VectorFFT,2028,5.290e-16,6.720e-16,1.752e-15
MKL,2028,2.696e-16,2.974e-16,8.692e-16
VectorFFT,2029,8.910e-16,9.055e-16,2.537e-15
MKL,2029,4.373e-16,5.066e-16,1.341e-15
VectorFFT,2030,4.259e-16,4.554e-16,1.341e-15
MKL,2030,3.048e-16,3.373e-16,1.031e-15
VectorFFT,2031,4.041e-16,3.937e-16,1.369e-15
MKL,2031,4.686e-16,4.092e-16,1.334e-15
VectorFFT,2032,4.105e-16,3.967e-16,1.254e-15
MKL,2032,3.248e-16,3.743e-16,1.114e-15
VectorFFT,2033,4.257e-16,4.911e-16,1.670e-15
MKL,2033,4.304e-16,4.595e-16,1.457e-15
VectorFFT,2034,4.144e-16,4.435e-16,1.462e-15
MKL,2034,3.363e-16,4.659e-16,1.016e-15
VectorFFT,2035,4.100e-16,5.108e-16,1.247e-15
MKL,2035,3.123e-16,2.868e-16,9.370e-16
VectorFFT,2036,4.046e-16,3.698e-16,1.427e-15
MKL,2036,4.311e-16,4.204e-16,1.324e-15
VectorFFT,2037,4.136e-16,4.228e-16,1.319e-15
MKL,2037,4.270e-16,4.695e-16,1.401e-15
VectorFFT,2038,3.952e-16,4.295e-16,1.260e-15
MKL,2038,4.310e-16,4.191e-16,1.388e-15
VectorFFT,2039,4.065e-16,3.925e-16,1.232e-15
MKL,2039,4.445e-16,4.075e-16,1.421e-15
VectorFFT,2040,4.691e-16,5.377e-16,1.140e-15
MKL,2040,2.711e-16,2.556e-16,8.181e-16
VectorFFT,2041,4.073e-16,4.656e-16,1.286e-15
MKL,2041,4.595e-16,5.207e-16,1.556e-15
VectorFFT,2042,4.102e-16,3.511e-16,1.331e-15
MKL,2042,4.339e-16,3.747e-16,1.489e-15
VectorFFT,2043,4.176e-16,4.358e-16,1.387e-15
MKL,2043,4.593e-16,5.499e-16,1.561e-15
VectorFFT,2044,4.110e-16,4.102e-16,1.224e-15
MKL,2044,2.883e-16,3.102e-16,9.455e-16
VectorFFT,2045,4.186e-16,4.714e-16,1.529e-15
MKL,2045,4.514e-16,5.031e-16,1.494e-15
VectorFFT,2046,4.479e-16,4.485e-16,1.455e-15
MKL,2046,2.726e-16,2.799e-16,7.994e-16
VectorFFT,2047,4.182e-16,4.738e-16,1.275e-15
MKL,2047,3.259e-16,3.821e-16,1.046e-15
VectorFFT,2048,2.064e-16,2.602e-16,6.107e-16
MKL,2048,2.012e-16,2.408e-16,6.662e-16
VectorFFT,2049,3.407e-16,3.142e-16,1.164e-15
MKL,2049,4.565e-16,4.492e-16,1.473e-15
VectorFFT,2050,3.711e-16,3.848e-16,1.171e-15
MKL,2050,3.191e-16,3.348e-16,8.812e-16
VectorFFT,2051,3.335e-16,3.431e-16,1.053e-15
MKL,2051,4.640e-16,4.614e-16,1.802e-15
VectorFFT,2052,4.696e-16,4.481e-16,1.360e-15
MKL,2052,2.669e-16,3.454e-16,8.915e-16
VectorFFT,2053,7.689e-16,7.758e-16,2.312e-15
MKL,2053,4.568e-16,4.676e-16,1.411e-15
VectorFFT,2054,3.388e-16,3.934e-16,9.854e-16
MKL,2054,3.281e-16,3.706e-16,1.013e-15
VectorFFT,2055,3.478e-16,3.825e-16,1.050e-15
MKL,2055,4.791e-16,4.678e-16,1.553e-15
VectorFFT,2056,3.292e-16,2.850e-16,1.031e-15
MKL,2056,4.619e-16,4.426e-16,1.417e-15
VectorFFT,2057,6.439e-16,8.231e-16,2.009e-15
MKL,2057,3.400e-16,3.613e-16,1.158e-15
VectorFFT,2058,4.255e-16,5.647e-16,1.381e-15
MKL,2058,2.776e-16,2.714e-16,8.587e-16
VectorFFT,2059,3.366e-16,3.144e-16,1.212e-15
MKL,2059,4.288e-16,4.134e-16,1.644e-15
VectorFFT,2060,3.358e-16,3.847e-16,1.060e-15
MKL,2060,3.170e-16,3.775e-16,1.079e-15
VectorFFT,2061,3.383e-16,3.234e-16,1.091e-15
MKL,2061,4.565e-16,4.763e-16,1.621e-15
VectorFFT,2062,3.342e-16,3.946e-16,1.344e-15
MKL,2062,4.582e-16,4.857e-16,1.581e-15
VectorFFT,2063,3.367e-16,3.543e-16,1.203e-15
MKL,2063,4.631e-16,5.277e-16,1.470e-15
VectorFFT,2064,4.143e-16,4.660e-16,1.267e-15
MKL,2064,2.702e-16,3.188e-16,7.931e-16
VectorFFT,2065,3.273e-16,3.324e-16,1.003e-15
MKL,2065,3.214e-16,3.450e-16,9.307e-16
VectorFFT,2066,3.377e-16,3.854e-16,1.273e-15
MKL,2066,4.559e-16,4.953e-16,1.535e-15
VectorFFT,2067,3.374e-16,3.678e-16,1.111e-15
MKL,2067,3.138e-16,2.930e-16,1.001e-15
VectorFFT,2068,3.873e-16,4.820e-16,1.162e-15
MKL,2068,2.768e-16,3.325e-16,8.050e-16
VectorFFT,2069,3.339e-16,3.102e-16,1.188e-15
MKL,2069,4.598e-16,4.515e-16,1.554e-15
VectorFFT,2070,4.610e-16,4.327e-16,1.165e-15
MKL,2070,3.097e-16,2.996e-16,9.423e-16
VectorFFT,2071,3.363e-16,4.027e-16,1.012e-15
MKL,2071,4.624e-16,6.453e-16,1.510e-15
VectorFFT,2072,3.532e-16,3.982e-16,1.148e-15
MKL,2072,2.629e-16,3.500e-16,7.632e-16
VectorFFT,2073,3.354e-16,2.981e-16,1.115e-15
MKL,2073,4.618e-16,5.259e-16,1.470e-15
VectorFFT,2074,3.264e-16,2.414e-16,1.033e-15
MKL,2074,2.906e-16,2.819e-16,1.001e-15
VectorFFT,2075,3.315e-16,3.472e-16,1.111e-15
MKL,2075,4.247e-16,4.702e-16,1.305e-15
VectorFFT,2076,3.287e-16,3.588e-16,1.001e-15
MKL,2076,4.562e-16,4.782e-16,1.601e-15
